ticket_id,created_at,resolved_at,status,priority,category,environment,assignee,reporter,team,department_requester,tag,sla_target_hours,resolution_hours,sla_breached,satisfaction_score,story_points,reopen_count,is_escalated,sprint
TKT-63368,2025-09-06 16:55,2025-09-06 19:55,Done,Medium,Feature Request,Production,Samuel Ribeiro,Nelson Cardoso,Squad Gamma,TI,,24,3,Sim,,2,1,Não,
TKT-36097,2025-05-21 11:52,2025-05-21 17:52,Done,Low,Bug,Homologation,Tatiane Gomes,Amanda Silva,Squad Alpha,RH,,72,6,Sim,3,13,0,Não,
TKT-38091,2025-04-24 20:14,2025-04-25 02:14,In Review,Low,Incident,Development,Renata Teixeira,Amanda Silva,QA Team,Jurídico,frontend,72,6,Não,,8,1,Não,Sprint 7
TKT-71171,2025-06-04 21:33,2025-06-05 01:33,Done,Low,Security,Development,Julia Moraes,Marina Queiroz,Squad Gamma,RH,mobile,72,4,Não,5,3,0,Não,Sprint 2
TKT-88647,2025-07-26 21:20,,In Progress,High,Security,Staging,Natalia Costa,Patricia Leal,Infra Team,Marketing,performance,8,,,,,0,Não,
TKT-96194,13/10/2025 05:18,,Not Started,Medium,Task,Development,Kaio Santos,Débora Martins,Infra Team,Financeiro,mobile,24,,,,3,0,Não,
TKT-86490,2025-10-25 19:04,2025-10-26 10:04,Done,Critical,Change Request,Staging,Natalia Costa,Thiago Correia,Infra Team,RH,api,4,15,Sim,,8,1,Não,Sprint 21
TKT-33176,2025-06-10 20:03,2025-06-11 01:03,In Review,Medium,Change Request,Homologation,Fernanda Castro,Ricardo Farias,Squad Alpha,TI,relatório,24,5,Não,,5,0,Não,
TKT-11845,2025-06-14 16:12,2025-06-15 00:12,Done,Medium,Incident,Development,Larissa Vieira,Simone Barros,Infra Team,Marketing,performance,24,8,Sim,,1,1,Não,Sprint 5
TKT-54922,2025-09-08 11:48,2025-09-09 02:48,Cancelled,HIGH,Task,Production,Fernanda Castro,Patricia Leal,Squad Alpha,TI,mobile,8,15,Não,5,,0,Sim,Sprint 15
TKT-59840,2025-03-05 17:16,,In Progress,Low,Task,Production,Carla Mendes,Eduardo Campos,QA Team,Financeiro,database,72,,,,1,0,Não,Sprint 20
TKT-36181,2025-05-15 16:12,2025-05-15 20:12,In Review,Low,Bug,Production,Bruno Lima,Paulo Rezende,QA Team,Comercial,database,72,4,Não,5,,1,Não,
TKT-44619,2025-08-26 01:06,2025-08-26 09:06,In Review,High,Feature Request,Development,Kaio Santos,Simone Barros,Infra Team,Logística,frontend,8,8,Sim,,2,0,Não,Sprint 24
TKT-22183,2025-07-10 10:11,2025-07-10 14:11,Done,High,Bug,Homologation,Natalia Costa,Amanda Silva,Infra Team,Logística,frontend,8,4,Sim,,,1,Não,Sprint 12
TKT-90131,2025-01-15 21:56,2025-01-16 18:56,In Review,Critical,Security,Staging,Natalia Costa,Ricardo Farias,Infra Team,Financeiro,integração,4,21,Sim,,13,0,Não,
TKT-73167,2025-06-27 21:43,2025-06-28 05:43,In Review,Low,Change Request,Development,Fernanda Castro,Marina Queiroz,Squad Gamma,Marketing,,72,8,Sim,,,0,Não,Sprint 8
TKT-82154,2025-11-26 12:25,2025-11-27 00:25,Cancelled,Critical,Change Request,Homologation,Renata Teixeira,Simone Barros,Squad Alpha,TI,,4,12,Não,,,0,Não,
TKT-91142,11/23/2025 09:56,2025-11-23 23:56,In Review,Critical,Security,Development,Larissa Vieira,Débora Martins,Infra Team,Financeiro,,4,14,Não,,8,0,Sim,Sprint 1
TKT-54742,01/07/2025 20:51,,Not Started,Low,Change Request,Staging,Renata Teixeira,Karen Azevedo,Infra Team,Comercial,performance,72,,,,1,2,Não,Sprint 14
TKT-16094,2025-11-21 21:37,,In Progress,Medium,Feature Request,Staging,Vinicius Araújo,Nelson Cardoso,Squad Alpha,Jurídico,,24,,,,,0,Não,Sprint 11
TKT-76074,07/16/2025 13:38,2025-07-16 23:38,In Review,High,Incident,Staging,Pedro Henrique,Thiago Correia,Squad Gamma,Comercial,autenticação,8,10,Sim,,13,0,Não,Sprint 12
TKT-98129,2025-03-09 22:41,2025-03-10 12:41,Done,High,Task,Development,Larissa Vieira,Paulo Rezende,QA Team,TI,relatório,8,14,Não,,,1,Não,Sprint 5
TKT-16955,2025-12-10 01:12,,In Progress,High,Performance,Staging,Ana Souza,Flávia Melo,QA Team,Comercial,autenticação,8,,,,5,0,Não,
TKT-47701,2025-12-21 21:03,2025-12-22 02:03,In Review,High,Security,Staging,Pedro Henrique,Isabel Freitas,QA Team,Logística,,8,5,Não,3,8,0,Não,Sprint 6
TKT-32779,2025-09-21 03:24,,In Progress,Medium,Performance,Development,  Igor Alves,Leonardo Brito,Infra Team,Marketing,database,24,,,,3,0,Sim,
TKT-78864,2025-04-23 05:33,2025-04-23 22:33,Cancelled,Critical,Security,Development,Yasmin Pereira,Olivia Vaz,Infra Team,Comercial,,4,17,Não,3,,0,Não,Sprint 20
TKT-41958,2025-01-21 21:56,2025-01-22 00:56,In Review,High,Security,Staging,Samuel Ribeiro,Isabel Freitas,Infra Team,Financeiro,autenticação,8,3,Não,,1,0,Não,Sprint 18
TKT-79888,2025-01-04 20:04,2025-01-05 13:04,Done,Critical,Change Request,Development,Gabriel Nunes,Karen Azevedo,Squad Alpha,Financeiro,backend,4,17,Sim,,,0,Sim,Sprint 9
TKT-83149,2025-02-06 18:52,,In Progress,Critical,Task,Production,  Tatiane Gomes,Raquel Torres,QA Team,Operações,performance,4,,,5,1,0,Não,Sprint 15
TKT-59992,2025-07-22 21:01,2025-07-23 08:01,Done,Critical,Bug,Production,Diego Rocha,Isabel Freitas,QA Team,Financeiro,,4,11,Não,,8,0,Não,
TKT-55069,2025-04-19 13:57,,In Progress,Medium,Task,Homologation,Igor Alves,Amanda Silva,Squad Alpha,Operações,performance,24,,,,,1,Não,Sprint 7
TKT-86099,07/09/2025 10:22,2025-07-09 17:22,Done,Low,Task,Development,Kaio Santos,Gustavo Nobre,Infra Team,Jurídico,mobile,72,7,Sim,,,0,Não,Sprint 8
TKT-93995,2025-08-12 08:53,2025-08-13 00:53,Done,Critical,Bug,Production,Igor Alves,Thiago Correia,Squad Alpha,TI,,4,16,Sim,4,13,1,Não,Sprint 19
TKT-37886,2025-01-19 17:16,2025-01-19 23:16,In Review,Medium,Bug,Staging,Vinicius Araújo,Flávia Melo,Squad Gamma,RH,autenticação,24,6,Sim,,5,0,Não,Sprint 19
TKT-96430,2025-03-16 23:46,,In Progress,medum,Security,Development,Gabriel Nunes,Isabel Freitas,Squad Alpha,Operações,acesso,24,,,3,,0,Não,Sprint 18
TKT-84732,2025-03-31 12:41,2025-03-31 16:41,Cancelled,Low,Bug,Staging,Helena Pinto,Isabel Freitas,Infra Team,RH,,72,4,Sim,,5,1,Não,Sprint 9
TKT-37723,2025-03-18 05:10,2025-03-18 14:10,Done,Critical,Bug,Staging,Carla Mendes,Marina Queiroz,Squad Gamma,RH,performance,4,9,Sim,,5,0,Não,Sprint 19
TKT-29249,2025-01-29 05:16,,Not Started,Low,Performance,Homologation,Julia Moraes,Caio Ramos,Squad Gamma,RH,acesso,72,,,,,0,Não,Sprint 6
TKT-99861,2025-06-25 14:38,2025-06-26 00:38,Done,Medium,Task,Production,Gabriel Nunes,Nelson Cardoso,Squad Alpha,Financeiro,database,24,10,Não,,2,0,Não,Sprint 20
TKT-80685,2025-01-01 21:41,,In Progress,Low,Task,Homologation,Vinicius Araújo,Thiago Correia,QA Team,Comercial,api,72,,,4,,0,Sim,
TKT-10932,2025-10-23 16:07,2025-10-24 05:07,In Review,High,Feature Request,Homologation,Igor Alves,Karen Azevedo,Infra Team,RH,performance,8,13,Não,2,13,0,Não,Sprint 9
TKT-50193,2025-10-23 11:49,2025-10-23 15:49,Cancelled,Low,Task,Production,Pedro Henrique,Amanda Silva,Squad Gamma,Jurídico,autenticação,72,4,Não,,3,1,Não,Sprint 3
TKT-29048,2025-08-30 19:27,,Not Started,Low,Task,Development,Yasmin Pereira,Amanda Silva,Squad Gamma,TI,acesso,72,,,3,13,2,Não,Sprint 23
TKT-40365,2025-11-11 05:43,2025-11-11 09:43,Cancelled,Medium,Security,Production,Igor Alves,Isabel Freitas,Squad Alpha,Operações,relatório,24,4,Não,,8,0,Não,Sprint 19
TKT-55625,2025-06-27 08:14,2025-06-28 00:14,Done,Critical,Performance,Development,Igor Alves,Nelson Cardoso,QA Team,Logística,backend,4,16,Não,,3,2,Não,Sprint 8
TKT-54520,2025-08-23 21:29,2025-08-24 07:29,Done,High,Bug,Development,Helena Pinto,Débora Martins,Squad Gamma,Operações,,8,10,Sim,,3,0,Sim,Sprint 11
TKT-19965,2025-10-11 05:30,2025-10-11 14:30,Done,High,Feature Request,Staging,Gabriel Nunes,Caio Ramos,Infra Team,RH,api,8,9,Sim,,,0,Não,Sprint 3
TKT-98580,2025-12-06 15:39,,In Progress,Low,Incident,Homologation,Larissa Vieira,Marina Queiroz,Squad Gamma,Operações,,72,,,,,0,Não,
TKT-26809,28/01/2025 16:51,,In Progress,Hig,Feature Request,Homologation,Fernanda Castro,Simone Barros,Squad Alpha,Marketing,acesso,8,,,,1,0,Não,
TKT-34530,2025-10-08 08:15,2025-10-08 15:15,In Review,Medium,Task,Staging,Natalia Costa,Isabel Freitas,Squad Alpha,Operações,relatório,24,7,Não,,2,0,Não,Sprint 13
TKT-35698,2025-03-16 23:09,2025-03-17 16:09,Done,Critical,Bug,Homologation,Samuel Ribeiro,Gustavo Nobre,Squad Alpha,RH,,4,17,Não,,8,1,Sim,
TKT-72460,2025-11-19 03:28,2025-11-19 13:28,Done,High,Security,Homologation,Yasmin Pereira,Paulo Rezende,Infra Team,Financeiro,autenticação,8,10,Sim,2,3,0,Não,Sprint 21
TKT-28985,2025-03-27 20:51,,In Progress,Critical,Security,Homologation,Igor Alves,João Victor,QA Team,RH,acesso,4,,,3,,2,Não,Sprint 24
TKT-40753,2025-12-05 08:47,,Not Started,Critical,Bug,Production,Bruno Lima,Marina Queiroz,QA Team,RH,frontend,4,,,,,0,Sim,
TKT-61097,2025-06-08 07:15,2025-06-08 15:15,Done,Medium,Feature Request,Staging,Kaio Santos,Leonardo Brito,Infra Team,Jurídico,,24,8,Sim,3,3,0,Não,Sprint 10
TKT-55504,2025-09-04 17:14,2025-09-05 07:14,In Review,Critical,Bug,Homologation,Larissa Vieira,Olivia Vaz,QA Team,Comercial,acesso,4,14,Sim,,,0,Não,Sprint 7
TKT-63967,2025-10-15 13:25,,Not Started,Medium,Performance,Production,Yasmin Pereira,Eduardo Campos,Squad Gamma,RH,autenticação,24,,,3,,0,Não,Sprint 20
TKT-69345,2025-05-20 22:39,2025-05-21 03:39,In Review,low,Change Request,Development,Lucas Ferreira,Thiago Correia,Infra Team,TI,api,72,5,Sim,4,3,1,Não,
TKT-29148,2025-01-29 08:49,2025-01-29 14:49,In Review,Medium,Security,Production,Lucas Ferreira,Débora Martins,Squad Gamma,Logística,acesso,24,6,Não,,1,0,Não,
TKT-52344,2025-03-23 20:46,2025-03-24 08:46,Cancelled,High,Change Request,Staging,Gabriel Nunes,Débora Martins,Squad Alpha,TI,integração,8,12,Não,5,3,0,Não,Sprint 23
TKT-88146,21/03/2025 11:49,2025-03-21 21:49,Done,High,Task,Development,Ana Souza,Thiago Correia,Infra Team,Comercial,backend,8,10,Sim,,2,0,Sim,Sprint 24
TKT-27659,2025-05-09 01:31,2025-05-09 14:31,Done,Critical,Bug,Staging,Tatiane Gomes,Leonardo Brito,Infra Team,Operações,performance,4,13,Não,,,0,Não,Sprint 15
TKT-10094,2025-11-23 16:24,,In Progress,High,Security,Homologation,Helena Pinto,Ricardo Farias,Squad Gamma,Operações,autenticação,8,,,,,0,Não,Sprint 4
TKT-22616,2025-09-25 21:04,,In Progress,Low,Security,Development,Renata Teixeira,Patricia Leal,Squad Alpha,Marketing,relatório,72,,,,,0,Não,
TKT-11715,2025-04-17 20:31,,Not Started,Low,Performance,Development,Natalia Costa,Patricia Leal,Squad Alpha,Comercial,,72,,,,1,0,Não,Sprint 24
TKT-40279,2025-09-30 12:12,,In Progress,Medium,Security,Homologation,Tatiane Gomes,Simone Barros,Squad Alpha,RH,,24,,,,13,0,Não,Sprint 17
TKT-54238,2025-12-03 05:34,,Not Started,High,Incident,Development,Kaio Santos,Paulo Rezende,Infra Team,Logística,relatório,8,,,4,,2,Não,Sprint 2
TKT-47287,02/11/2025 00:33,2025-02-11 11:33,In Review,HIGH,Feature Request,Staging,Igor Alves,Nelson Cardoso,QA Team,Marketing,performance,8,11,Não,4,1,0,Não,Sprint 9
TKT-49361,2025-02-17 18:25,2025-02-18 03:25,Done,High,Security,Homologation,Fernanda Castro,Paulo Rezende,Squad Alpha,TI,,8,9,Não,,13,0,Não,Sprint 14
TKT-64594,2025-03-03 07:47,2025-03-03 20:47,In Review,Critical,Security,Homologation,Ana Souza,Paulo Rezende,Infra Team,Financeiro,autenticação,4,13,Sim,,,0,Não,Sprint 13
TKT-29400,2025-03-09 10:05,2025-03-09 22:05,In Review,High,Security,Staging,Samuel Ribeiro,Thiago Correia,Squad Gamma,Comercial,,8,12,Sim,,2,0,Sim,
TKT-52390,2025-12-17 18:05,2025-12-18 07:05,Cancelled,High,Incident,Staging,Larissa Vieira,Leonardo Brito,Squad Alpha,Financeiro,acesso,8,13,Sim,,2,0,Não,Sprint 20
TKT-29356,2025-05-28 00:21,2025-05-28 07:21,Done,Critical,Task,Staging,Gabriel Nunes,Caio Ramos,Squad Alpha,Jurídico,autenticação,4,7,Não,,,0,Não,Sprint 2
TKT-43483,29/03/2025 01:18,,Not Started,Critical,Performance,Homologation,Bruno Lima,Eduardo Campos,Squad Gamma,Jurídico,integração,4,,,,,0,Não,
TKT-51347,2025-09-06 19:34,2025-09-07 08:34,Done,Critical,Security,Development,  Lucas Ferreira,Nelson Cardoso,Infra Team,Operações,acesso,4,13,Não,,2,0,Não,
TKT-75700,2025-05-22 01:40,2025-05-22 06:40,In Review,Low,Security,Staging,Kaio Santos,Thiago Correia,QA Team,Comercial,relatório,72,5,Não,,13,0,Não,Sprint 10
TKT-89346,18/06/2025 14:34,2025-06-18 19:34,Cancelled,Medium,Task,Staging,Julia Moraes,Nelson Cardoso,Infra Team,Financeiro,,24,5,Não,,2,0,Não,
TKT-25517,04/05/2025 10:53,2025-04-06 02:53,Done,Critical,Task,Development,Julia Moraes,Eduardo Campos,Squad Gamma,Comercial,api,4,16,Não,,2,0,Não,Sprint 3
TKT-72469,2025-03-10 16:54,2025-03-11 05:54,Done,Critical,Change Request,Homologation,Igor Alves,Débora Martins,Infra Team,Logística,api,4,13,Sim,3,,0,Não,Sprint 2
TKT-89682,2025-07-14 23:20,2025-07-15 03:20,In Review,Low,Security,Production,Pedro Henrique,Patricia Leal,QA Team,TI,,72,4,Não,,8,0,Não,Sprint 10
TKT-47475,2025-08-25 05:27,2025-08-25 08:27,Done,Medium,Feature Request,Homologation,Pedro Henrique,Nelson Cardoso,QA Team,Marketing,performance,24,3,Sim,,,0,Não,Sprint 19
TKT-36467,2025-08-21 02:16,2025-08-21 05:16,In Review,Low,Task,Staging,Pedro Henrique,Ricardo Farias,QA Team,Jurídico,relatório,72,3,Não,,,3,Sim,Sprint 11
TKT-84120,2025-12-04 04:10,,Not Started,Low,Bug,Development,Julia Moraes,Leonardo Brito,Squad Alpha,Logística,database,72,,,,2,2,Não,Sprint 1
TKT-89689,2025-09-10 07:13,2025-09-10 21:13,Done,Critical,Security,Development,Tatiane Gomes,Olivia Vaz,Squad Alpha,RH,,4,14,Não,,2,0,Não,Sprint 20
TKT-49117,2025-06-19 02:03,,In Progress,High,Bug,Production,Yasmin Pereira,Olivia Vaz,QA Team,Marketing,acesso,8,,,,,0,Não,Sprint 3
TKT-66010,2025-10-09 02:18,,In Progress,High,Bug,Homologation,Natalia Costa,Caio Ramos,QA Team,Jurídico,backend,8,,,,13,0,Não,Sprint 17
TKT-85385,2025-11-16 11:59,,In Progress,Critical,Performance,Production,Yasmin Pereira,Flávia Melo,Squad Gamma,Jurídico,,4,,,,1,0,Não,Sprint 18
TKT-93558,2025-04-19 00:40,,In Progress,Low,Change Request,Homologation,Vinicius Araújo,Marcos Duarte,Squad Alpha,RH,,72,,,5,3,2,Não,Sprint 18
TKT-53923,2025-08-25 13:59,2025-08-26 04:59,Done,High,Feature Request,Development,Gabriel Nunes,Gustavo Nobre,Squad Alpha,Marketing,,8,15,Não,,,0,Não,Sprint 6
TKT-84839,07/11/2025 12:11,,In Progress,High,Performance,Staging,Larissa Vieira,Flávia Melo,Squad Alpha,Logística,mobile,8,,,4,3,1,Não,
TKT-75543,2025-03-20 06:21,2025-03-20 15:21,Done,High,Security,Production,Carla Mendes,Nelson Cardoso,Squad Alpha,Operações,database,8,9,Sim,,1,0,Não,Sprint 20
TKT-21413,2025-06-20 14:56,2025-06-20 18:56,Done,High,Task,Production,Tatiane Gomes,Leonardo Brito,Squad Gamma,Marketing,mobile,8,4,Não,3,3,0,Não,Sprint 23
TKT-47128,2025-10-21 07:10,2025-10-22 02:10,In Review,Critical,Security,Homologation,Mateus Oliveira,Karen Azevedo,Infra Team,Operações,performance,4,19,Não,3,,0,Não,Sprint 22
TKT-79924,10/02/2025 14:36,2025-10-03 01:36,Cancelled,High,Change Request,Homologation,Yasmin Pereira,Isabel Freitas,Squad Alpha,Financeiro,integração,8,11,Não,3,,1,Não,Sprint 15
TKT-32387,2025-05-25 11:38,2025-05-25 18:38,Done,Low,Feature Request,Homologation,Bruno Lima,Olivia Vaz,QA Team,Financeiro,performance,72,7,Sim,,8,0,Não,
TKT-87459,2025-08-09 13:36,2025-08-09 19:36,Cancelled,Medium,Feature Request,Development,Vinicius Araújo,Simone Barros,QA Team,Financeiro,acesso,24,6,Não,,1,1,Não,Sprint 20
TKT-59664,17/06/2025 15:41,,Not Started,Medium,Feature Request,Development,Lucas Ferreira,Thiago Correia,QA Team,Operações,mobile,24,,,,8,0,Não,
TKT-55123,2025-02-15 18:00,,Not Started,Medium,Feature Request,Homologation,Tatiane Gomes,Marcos Duarte,QA Team,Marketing,integração,24,,,,3,1,Não,Sprint 14
TKT-81449,2025-04-19 21:11,,Not Started,High,Change Request,Homologation,Diego Rocha,Thiago Correia,Squad Gamma,Financeiro,backend,8,,,,2,0,Não,
TKT-69772,2025-12-23 19:59,2025-12-24 12:59,In Review,Critical,Feature Request,Development,Pedro Henrique,Débora Martins,QA Team,Marketing,performance,4,17,Sim,,5,1,Sim,Sprint 16
TKT-58310,2025-02-27 18:30,2025-02-28 05:30,Cancelled,High,Bug,Development,Bruno Lima,Raquel Torres,Squad Alpha,Marketing,acesso,8,11,Não,,13,2,Não,Sprint 15
TKT-77195,2025-08-29 18:46,2025-08-30 00:46,Cancelled,High,Task,Production,Vinicius Araújo,Marina Queiroz,QA Team,Logística,performance,8,6,Não,5,3,1,Sim,Sprint 9
TKT-43036,2025-03-09 19:17,2025-03-09 23:17,In Review,low,Bug,Staging,Fernanda Castro,Débora Martins,Squad Gamma,Logística,autenticação,72,4,Não,,,0,Não,Sprint 13
TKT-41188,2025-12-05 14:46,2025-12-06 00:46,In Review,High,Performance,Staging,Igor Alves,Simone Barros,QA Team,Jurídico,acesso,8,10,Não,,3,0,Não,Sprint 14
TKT-11554,28/05/2025 14:24,2025-05-28 18:24,Done,Low,Incident,Homologation,Larissa Vieira,Karen Azevedo,Infra Team,Comercial,mobile,72,4,Sim,,3,1,Não,Sprint 7
TKT-78151,2025-06-22 21:44,2025-06-23 04:44,Done,Low,Task,Staging,Pedro Henrique,Flávia Melo,Squad Alpha,Financeiro,frontend,72,7,Sim,3,1,0,Sim,Sprint 13
TKT-96034,2025-11-28 18:51,,In Progress,High,Performance,Development,Bruno Lima,Eduardo Campos,QA Team,RH,,8,,,,,0,Não,Sprint 2
TKT-60174,2025-07-18 10:03,2025-07-18 14:03,Cancelled,Low,Bug,Production,Natalia Costa,Simone Barros,QA Team,Logística,,72,4,Sim,5,,0,Sim,Sprint 21
TKT-93930,2025-01-01 01:42,2025-01-01 19:42,In Review,Critical,Performance,Production,Samuel Ribeiro,Marina Queiroz,Squad Gamma,TI,relatório,4,18,Sim,,,1,Não,Sprint 16
TKT-25886,2025-10-18 17:59,,In Progress,Critical,Feature Request,Staging,Larissa Vieira,Gustavo Nobre,Squad Alpha,Jurídico,acesso,4,,,,,0,Não,Sprint 13
TKT-23994,2025-11-19 22:22,2025-11-20 05:22,Cancelled,Medium,Performance,Production,Julia Moraes,Leonardo Brito,QA Team,Financeiro,,24,7,Não,3,3,0,Não,Sprint 17
TKT-70079,2025-12-14 17:09,2025-12-14 23:09,Cancelled,Low,Feature Request,Production,Renata Teixeira,Marina Queiroz,Squad Gamma,TI,,72,6,Não,,2,0,Não,
TKT-22752,2025-08-22 19:10,,Not Started,Low,Incident,Production,Yasmin Pereira,Débora Martins,Squad Gamma,Marketing,api,72,,,,13,0,Não,
TKT-15975,2025-10-31 05:21,2025-10-31 21:21,In Review,Critical,Security,Homologation,Larissa Vieira,Leonardo Brito,Squad Gamma,TI,performance,4,16,Sim,,1,1,Não,Sprint 1
TKT-33516,2025-02-15 22:41,2025-02-16 04:41,Done,Critical,Bug,Development,Natalia Costa,Amanda Silva,Infra Team,Jurídico,frontend,4,6,Não,3,13,0,Sim,Sprint 4
TKT-79494,2025-02-18 19:23,,Not Started,Critical,Change Request,Homologation,Igor Alves,Simone Barros,Squad Gamma,RH,,4,,,,,2,Não,Sprint 21
TKT-57735,2025-05-26 06:27,2025-05-26 19:27,Cancelled,Critical,Feature Request,Homologation,Ana Souza,Amanda Silva,Infra Team,Jurídico,frontend,4,13,Não,,1,0,Não,Sprint 11
TKT-40154,2025-02-26 10:14,,In Progress,Critical,Incident,Staging,Yasmin Pereira,João Victor,Infra Team,RH,acesso,4,,,4,,0,Sim,Sprint 9
TKT-27891,2025-02-26 14:29,2025-02-27 02:29,Done,High,Performance,Homologation,Yasmin Pereira,Paulo Rezende,Squad Gamma,Logística,,8,12,Não,,,0,Não,Sprint 24
TKT-66113,07/05/2025 07:20,,In Progress,Medium,Change Request,Homologation,Lucas Ferreira,Patricia Leal,Infra Team,Financeiro,acesso,24,,,,,0,Não,Sprint 18
TKT-11628,2025-12-21 23:26,2025-12-22 05:26,Done,Medium,Bug,Homologation,  Bruno Lima,Flávia Melo,Infra Team,RH,acesso,24,6,Não,,,0,Não,Sprint 12
TKT-92157,2025-08-26 22:40,,In Progress,High,Security,Development,Vinicius Araújo,Ricardo Farias,Squad Alpha,Financeiro,integração,8,,,,,0,Não,Sprint 2
TKT-57916,2025-07-07 05:41,,Not Started,Medium,Performance,Staging,Kaio Santos,Simone Barros,Infra Team,Marketing,performance,24,,,,,0,Não,Sprint 14
TKT-46325,28/01/2025 02:23,,In Progress,Low,Incident,Production,Pedro Henrique,Ricardo Farias,Squad Alpha,RH,acesso,72,,,4,5,1,Não,Sprint 16
TKT-29726,2025-04-15 16:40,2025-04-16 02:40,Cancelled,Medium,Task,Development,Natalia Costa,Marcos Duarte,QA Team,Marketing,backend,24,10,Não,,2,1,Não,
TKT-73720,2025-10-31 21:44,2025-11-01 11:44,Cancelled,High,Bug,Staging,Julia Moraes,Eduardo Campos,Infra Team,Operações,integração,8,14,Sim,,,1,Não,Sprint 6
TKT-80165,2025-05-27 05:11,2025-05-27 09:11,Done,Low,Incident,Development,Kaio Santos,Leonardo Brito,Squad Gamma,Marketing,database,72,4,Sim,,13,0,Não,
TKT-79945,04/06/2025 03:58,2025-04-06 18:58,Done,Critical,Incident,Staging,  Diego Rocha,Olivia Vaz,Infra Team,Marketing,,4,15,Não,,13,0,Não,
TKT-15253,2025-03-13 21:35,,In Progress,Medium,Bug,Homologation,Bruno Lima,Raquel Torres,Squad Alpha,Jurídico,performance,24,,,,3,0,Não,Sprint 20
TKT-77050,29/01/2025 21:23,2025-01-30 09:23,In Review,High,Performance,Homologation,Bruno Lima,Leonardo Brito,QA Team,RH,relatório,8,12,Não,4,,0,Não,Sprint 5
TKT-37234,2025-06-05 15:55,2025-06-06 02:55,Cancelled,Critical,Incident,Homologation,Diego Rocha,João Victor,Infra Team,Comercial,acesso,4,11,Sim,3,3,1,Sim,Sprint 9
TKT-49343,2025-11-24 20:30,2025-11-25 17:30,Done,Critical,Incident,Homologation,Igor Alves,Ricardo Farias,Squad Alpha,Marketing,integração,4,21,Sim,,8,0,Não,Sprint 9
TKT-31344,2025-10-25 01:09,2025-10-25 07:09,In Review,Low,Performance,Staging,Natalia Costa,Isabel Freitas,Squad Alpha,RH,mobile,72,6,Sim,,1,0,Não,
TKT-99780,2025-06-04 08:43,,Not Started,High,Security,Production,Fernanda Castro,Thiago Correia,QA Team,Logística,api,8,,,5,,0,Não,Sprint 5
TKT-12277,2025-09-03 11:19,2025-09-03 21:19,In Review,High,Feature Request,Staging,  Julia Moraes,Simone Barros,Squad Alpha,Jurídico,database,8,10,Não,,,0,Não,
TKT-20188,2025-01-10 15:48,2025-01-10 19:48,Done,Low,Feature Request,Staging,Igor Alves,Flávia Melo,Squad Gamma,Marketing,backend,72,4,Não,,,2,Sim,Sprint 24
TKT-46356,2025-10-24 11:22,2025-10-24 16:22,Done,Medium,Performance,Production,Carla Mendes,Marcos Duarte,Squad Alpha,Comercial,api,24,5,Não,,,0,Não,
TKT-72221,07/07/2025 22:37,2025-07-08 06:37,Done,High,Change Request,Development,Natalia Costa,Débora Martins,QA Team,TI,integração,8,8,Sim,,1,0,Sim,Sprint 13
TKT-47173,2025-08-22 19:47,2025-08-23 12:47,Cancelled,Critical,Change Request,Production,Bruno Lima,Marina Queiroz,QA Team,Logística,,4,17,Sim,,1,3,Não,Sprint 4
TKT-28791,2025-07-22 12:44,2025-07-22 17:44,Done,Medium,Security,Homologation,Gabriel Nunes,Raquel Torres,QA Team,Operações,,24,5,Sim,,2,1,Não,
TKT-62459,02/07/2025 15:42,2025-02-08 04:42,Done,High,Change Request,Development,Lucas Ferreira,Patricia Leal,Squad Gamma,Operações,,8,13,Sim,4,1,3,Não,Sprint 3
